nr;datum;Nederlands;Grieks;woordsoort;nota;thema
1215;2025-03-11;eendje;(το) παπάκι - (τα) παπάκια;znw.;;dieren, natuur
1216;2025-03-11;om middernacht;(τα) μεσάνυχτα;znw.;;kalender, meten
;;;μμ (= μετά το μεσημέρι);;;
;;;πμ (=  πριν το μεσημέρι);;;
;;;Είναι μία το μεσημέρι.;;;
1217;2025-03-11, 2025-03-18;tram;(το) τρόλει - (τα) τρόλεϊ;znw.;;reizen, routines
1218;2025-03-11;elektricien;(ο) ηλεκτρικός - (οι) ηλεκτρικοί;znw.;;beroepen, maatschappij
1219;2025-03-11;elektrisch;ηλεκτρικός -ή -ό;bnw.;;
1220;2025-03-11;metro;(το) μετρό;znw.;;reizen, routines
1221;2025-03-11;de hond uitlaten;βγάζω βόλτα τον σκύλο;ww. groep;;dieren, natuur
1222;2025-03-11;kaartje， ticket;(το) εισιτήριο - (τα) εισιτήρια;znw.;;reizen, routines
1223;2025-03-11;ticket enkel reis;(το) εισιτήριο απλό;znw. groep;;reizen, routines
1224;2025-03-11;retourticket;(το) εισιτήριο με επιστροφή;znw. groep;;reizen, routines
1225;2025-03-11;eerste klasse;πρώτη θέση;znw. groep;;reizen, routines
1226;2025-03-11;economieklasse;(η) τουριστική θέση;znw. groep;;reizen, routines
1227;2025-03-11;over;περίπου;bijw.;;
;;;μία ώρα περίπου;;;
;;;κοστίζω;;;
;;;(το) μπουκάλι;;;
;;;(η) αγγελία;;;
1228;2025-03-11;bij de kiosk;στο περίπτερο;zin;;geografie, cultuur
1229;2025-03-11;poëzie;(η) ποίηση;znw.;;muziek, cultuur
1230;2025-03-11;eenvoudig;απλός -ή -ό;bnw.;;
1231;2025-03-11;waardig;άξιος -α -ο;bnw.;;
1232;2025-03-11;belachelijk;γελοίος -α -ο;bnw.;;
1233;2025-03-11;-maken， -ficeren (bv. simplificeren);-ποιώ;morfeem;ww. suffix;grammatica
1234;2025-03-11;gebruiken;χρησιμοποιώ;ww.;;grammatica
1235;2025-03-11;gemakkelijk;εύκολος -η -ο;bnw.;;
1236;2025-03-11;moeilijk;δύσκολος -η -ο;bnw.;;
1237;2025-03-11;Maar nee!， Oef!;Μπα!;tsw.;;converseren, uitdrukkingen
1238;2025-03-11;liever;μάλλον;bijw.;;
;;;πολύ γνωστή μάρκα;;;
1239;2025-03-11;bekend;γνωστός -ή -ό;bnw.;;
1240;2025-03-11;merk;(η) μάρκα - (οι) μάρκες;znw.;;
1241;2025-03-11;reisbureau;(το) ταξιδιωτικό γραφείο - (τα) ταξιδιωτικά γραφεία;znw.;;reizen, routines
;;;Ένα εισιτήριο με επιστροφή.;;;
;;;Το αεροπλάνο πόση ώρα κάνει;;;;
;;;Μισό λεπτό…;;;
;;;Δεν έχει τρένο από Αθήνα για Θεσσαλονίκη.;;;
;;;Το τρένο ξεκινάει από τη Θεσσαλονίκη στις 8 το βράδυ.;;;
1242;2025-03-11;gouden gids (soort zoekertjeskrant);(οι) χρυσές αγγελίες ~ (ο) χρυσός οδηγός;znw. groep;;converseren
1243;2025-03-11;lam;(το) αρνάκι - (τα) αρνάκια;znw.;;dieren, natuur
;;;αρνάκι φρικασέ;;;
1244;2025-03-11;bij ons;μαζί μας;zin;;relaties, converseren
1245;2025-03-11;altijd dragen;φοράω πάντα;ww. groep;;kleding, behoeftes
1246;2025-03-11;vallen;πέφτω;ww.;;grammatica
1247;2025-03-11;de bus vertrekt;το λεωφορείο φεύγει;zin;;reizen, routines
1248;2025-03-11;Wacht u een ogenblikje?;Περιμένετε ένα λεπτό;;zin;vraagzin;kalender, meten
1249;2025-03-11;Ik hou heel veel van je!;Σε αγαπάω πολύ!， Σ'αγαπώ πολύ!;zin;;emoties, behoeftes
1250;2025-03-11;Komt u langs het postkantoor?;Μήπως περνάτε από το ταχυδρομείο;;zin;vraagzin;geografie, cultuur
1251;2025-03-11;Hij wil kip, een Griekse salade, en wijn.;Θέλει κοτόπουλο, μία ελληνική σαλάτα, και κρασί.;zin;;voedsel, dingen
1252;2025-03-11;Drinkt u ’s ochtends geen koffie?;Δεν πίνετε καφέ το πρωί;zin;vraagzin;voedsel, dingen
1253;2025-03-11;we hebben veel honger;πεινάμε πολύ;zin;;voedsel, dingen
1254;2025-03-11;Ik houd van lamsvlees.;Μου αρέσει το αρνάκι.;zin;;voedsel, dingen
1255;2025-03-11;Kom op, Niko!;Έλα, Νίκο!;uitdr.;;converseren, uitdrukkingen
;;;Έλα μαζί μου!;;;
;;;ένα γραμμάριο;;;
1256;2025-03-11;Het eten is klaar.;Το φαγητό είναι έτοιμο.;zin;;voedsel, dingen
1257;2025-03-11;Wie betaalt de rekening?;Ποιος πληρώνει τον λογαρισμό;;zin;vraagzin;voedsel, dingen
1258;2025-03-11;vragen;ρωτάω;ww.;;converseren
1259;2025-03-11;antwoorden;απαντάω;ww.;;converseren
1260;2025-03-11;(in)studeren， blokken;μελετάω;ww.;;beroepen, maatschappij
1261;2025-03-11;rond/omstreeks drie uur;γύρω στις τρεις;zin;;kalender, meten
1262;2025-03-11;onderzoeken;εξετάζω;ww.;;beroepen, maatschappij
1263;2025-03-11, 2025-03-18;langs (voorbij) … komen， passeren aan;περνάω από;ww. groep;;reizen, routines
1264;2025-03-11;de witte toren;ο λευκός πύργος;znw. groep;;geografie, cultuur
1265;2025-03-11;toren;(ο) πύργος - (οι) πύργοι;znw.;;geografie, cultuur
1266;2025-03-11;er ontbreekt iets;κάτι λείπει;zin;;
1267;2025-03-11;hoe dan ook;πάντως;bijw.;;
;;;(η) καρτέλα;;;
1268;2025-03-11;vrij goedkoop;μάλλον φτηνός;zin;;
1269;2025-03-18;afhankelijk;εξαρτάται;bnw.;;
1270;2025-03-18, 2025-05-06;opstaan;σηκώνομαι - σηκώνεσαι, σηκώνεται, σηκωνόμαστε, σηκωνόσαστε, σηκώνονται;ww.;;grammatica
1271;2025-03-18, 2025-05-06;slapen;κοιμάμαι - κοιμάσαι, κοιμάται, κοιμόμαστε, κοιμάστε, κοιμούνται;ww.;;grammatica
1272;2025-03-18;serie;(η) σειρά - (οι) σειρές;znw.;;grammatica
1273;2025-03-18;nieuws;τα νέα;znw.;;converseren
1274;2025-03-18, 2025-05-06;vaak;συχνά;bijw.;;
1275;2025-03-18, 2025-05-06;vroeg;νωρίς;bijw.;;kalender, meten
1276;2025-03-18;vraag;(η) ερώτηση - (οι) ερωτήσεις;znw.;;converseren
1277;2025-03-11, 2025-03-18;een toertje/wandelingetje maken， rondslenteren， waggelen， boemelen;βγάζω/κάνω/πάω βόλτα;ww. groep;;reizen, routines
1278;2025-03-18;Zullen we … ?;Πάμε … ;;zin;vraagzin;converseren, uitdrukkingen
1279;2025-03-18;Zullen we naar het theater gaan?;Πάμε στο θέατρο;;zin;vraagzin;converseren
1280;2025-03-18;Laten we naar de taverne gaan!;Πάμε στην ταβέρνα!;zin;;voedsel, dingen
1281;2025-03-18;Zullen we naar het Plein gaan?;Πάμε στην Πλατεία;;zin;vraagzin;geografie, cultuur
1282;2025-03-18;Laten we naar het museum gaan!;Πάμε στο μουσείο!;zin;;geografie, cultuur
1283;2025-03-18;Zullen we naar de zee gaan?;Πάμε στη θάλασσα;;zin;vraagzin;reizen, routines
1284;2025-03-18;Zullen we koffie gaan drinken?;Πάμε για καφέ;zin;vraagzin;voedsel, dingen
1285;2025-03-18;Laten we wijn gaan drinken!;Πάμε για κρασί!;zin;;voedsel, dingen
1286;2025-03-18;Wat voor eten heeft u?， Wat serveert u?;Τι φαγητό έχετε;;zin;vraagzin;voedsel, dingen
1287;2025-03-18;Wij hebben (eten) kip en aardappelen.;Έχουμε κοτόπουλο με πατάτες.;zin;;voedsel, dingen
1288;2025-03-18;Wij hebben (eten) lamsfricassee.;Έχουμε αρνάκι φρικασέ.;zin;;voedsel, dingen
1289;2025-03-18;Wij hebben (eten) gebakken eieren en worstjes.;Έχουμε αυγά τηγανιτά και λουκάνικα.;zin;;voedsel, dingen
1290;2025-03-18;gebakken;τηγανητός -ή -ό;bnw.;;voedsel, dingen
1291;2025-03-18;worst;(το) λουκάνικο - (τα) λουκάνικα;znw.;;voedsel, dingen
1292;2025-03-18;(Griekse) salade;(η) χωριάτικη (σαλάτα) - (οι) χωριάτικες (σαλάτες);znw.;;voedsel, dingen
1293;2025-03-18;gevulde tomaten;(οι) ντομάτες γεμιστές;znw.;;voedsel, dingen
;2025-03-18;gebakken patatten;(οι) τηγανητές πατάτες;znw.;;voedsel, dingen
1294;2025-03-18;raam;(το) παράθυρο - (τα) παράθυρα;znw.;;dingen
1295;2025-03-18;versturen;στέλνω;ww.;;converseren
1296;2025-03-18;vogel;(το) πουλί - (τα) πουλιά;znw.;;dieren, natuur
1297;2025-03-18;kus;(το) φιλί - (τα) φιλιά;znw.;;emoties, behoeftes
1298;2025-03-18;lunchen (’s middags eten);τρώω μεσημεριανό;ww. groep;;voedsel, dingen
1299;2025-03-18;muziek luisteren;ακούω μουσική;ww. groep;;muziek, cultuur
1300;2025-03-18;koffie drinken;πίνω καφέ;ww. groep;;voedsel, dingen
1301;2025-03-18;de krant lezen;διαβάζω εφημερίδα;ww. groep;;tijd, meten
1302;2025-03-18;lezen;διαβάζω - διαβάζεις, διαβάζει, διαβάζουμε, διαβάζετε, διαβάζουν;ww.;;grammatica
1303;2025-03-18;televisie kijken;βλέπω τηλεόραση;ww. groep;;tijd, meten
1304;2025-03-18;naar de bioscoop gaan;πάω σινεμά;ww. groep;;reizen, routines
1305;2025-03-18;lunch;(το) μεσημεριανό;znw.;;voedsel, dingen
1306;2025-03-18;Hoe brengt u uw dag door?， Wat doet u zoal overdag?;Πώς περνάτε την μέρα σας;;zin;vraagzin;kalender, meten
1307;2025-03-18;Duurt het nog lang tot de volgende (bus/tram)?， Is de volgende (bus/tram) nog veraf?;Αργεί το επόμενο;;zin;vraagzin;reizen, routines
1308;2025-03-18;Begrepen!;Κατάλαβα!;zin;;converseren, uitdrukkingen
1309;2025-03-18;Daar gaat de tram!;Πάει το τρόλεϊ!;zin;;reizen, routines
1310;2025-03-18;Zeker!;Σίγουρα!;uitdr.;;converseren, uitdrukkingen
;;;(ο) ίδιος;;;
;;;(το) τραμ;;;
;;;Κάθε πότε περνάει το μετρό;;;;
;;;πάω με το μετρό;;;
1311;2025-03-18;dansen;χορεύω;ww.;;grammatica
1312;2025-03-18, 2025-03-25;¹uittrekken (kleren), afnemen (hoed)  ²(geld) opnemen ³(foto) nemen ⁴(iemand) uitnodigen ⁵afhalen ⁶produceren ⁷verwijderen;βγάζω (+ obj. acc.);ww.;;grammatica
1313;2025-03-18, 2025-05-06;Gezegend zijn je handen!， Goed gedaan!;Γεια στα χέρια σου!;uitdr.;felicitatie bij koken en handwerk;converseren, uitdrukkingen
1314;2025-03-18, 2025-05-06;volgende;επόμενος -η -ο;bnw.;;kalender, meten
1315;2025-03-18;centrum;(το) κέντρο - (τα) κέντρα;znw.;;geografie, cultuur
1316;2025-03-18;in Parijs;στο Παρίσι;zin;;geografie, cultuur
1317;2025-03-18;nooit op zondag;ποτέ την Κυριακή;zin;uitdr.;kalender, meten
1318;2025-03-18;godin;(η) θεά - (οι) θεές;znw.;;filosofie, cultuur
;;;Έχει θέα στη θάλασσα;;;;
1319;2025-03-18;genitief;(η) γενική;znw.;;grammatica
1320;2025-03-18;Kostas’;του Κώστα;eigennaam;genitief;converseren
1321;2025-03-18;Jans;του Γιάννη;eigennaam;genitief;converseren
1322;2025-03-18;Nikos’;του Νίκου;eigennaam;genitief;converseren
1323;2025-03-18;Moscha’s;της Μόσχας;eigennaam;genitief;converseren
1324;2025-03-18;Helena’s;της Ελένης;eigennaam;genitief;converseren
1325;2025-03-25;lijn;(η) γραμμή - (οι) γραμμές;znw.;;reizen, routines
1326;2025-03-25;nationale feestdag;η Εθνική Γιορτή;znw. groep;25 maart 1821: begin Griekse onafhankelijkheidsoorlog;kalender, meten
1327;2025-03-25;Maria-Boodschap (Annunciatie);ο Ευαγγελισμός της Θεοτόκου;znw. groep;;kalender, meten
1328;2025-03-25;telefonisch (bw.);τηλεφωνικά;bijw.;;converseren
1329;2025-03-25;halva (Grieks gebak);(ο) χαλβάς - (οι) χαλβάδες;znw.;;voedsel, dingen
1330;2025-03-25;restaurant;(το) εστιατόριο - (τα) εστιατόρια;znw.;;voedsel, dingen
;;;(το) φαρμακείο;;;
1331;2025-03-25;kantoor;(το) γραφείο - (τα) γραφεία;znw.;;beroepen, maatschappij
1332;2025-03-25, 2025-04-22;wanneer (vw.);όταν;vw.;;kalender, meten
;;;Ο Νίκος είναι πολύ καλός φίλος μου.;;;
;;;Μένει μόνος του.;;;
;;;κάνω ένα τηλεφώνημα;;;
1333;2025-03-25;bestellen;παραγγέλλω;ww.;;grammatica
1334;2025-03-25, 2025-04-22;¹soms， af en toe， zo nu en dan ²hier en daar;κάπου κάπου;bijw.;uitdr.;
1335;2025-03-25;niet vaak;όχι συχνά;bijw.;;
1336;2025-03-25;Hij is een echte vriend!;Είναι πολύ φίλος μου!;zin;;relaties, converseren
1337;2025-03-25;Alsjeblieft, de rekening.;Ορίστε ο λογαριασμός.;zin;;voedsel, dingen
1338;2025-03-25;Hier is je salade.;Ορίστε η σαλάτα.;zin;;voedsel, dingen
;;;(ο) λογαριασμός;;;
1339;2025-03-25;Hier, het boek!;Ορίστε το βιβλίο.;zin;;
1340;2025-03-25;bord;(το) πιάτο - (τα) πιάτα;znw.;;voedsel, dingen
;;;(το) δωμάτιο;;;
;;;Μου αρέσουν τα βιβλία.;;;
1341;2025-03-25;glas， drinkbeker;(το) ποτήρι - (τα) ποτήρια;znw.;;voedsel, dingen
1342;2025-03-25;mes;(το) μαχαίρι - (τα) μαχαίρια;znw.;;voedsel, dingen
1343;2025-03-25;lepel;(το) κουτάλι - (τα) κουτάλια;znw.;;voedsel, dingen
1344;2025-03-25;vork;(το) πιρούνι - (τα) πιρούνια;znw.;;voedsel, dingen
1345;2025-03-25;zout;(το) αλάτι;znw.;;voedsel, dingen
1346;2025-03-25;peper;(το) πιπέρι;znw.;;voedsel, dingen
;;;ευθεία κάτω;;;
1347;2025-03-25;aardappelen;(οι) πατάτες;znw.;;voedsel, dingen
1348;2025-03-25;Gouda (kaas);(η) (ολλανδική) γκούντα;znw.;;voedsel, dingen
1349;2025-03-25, 2025-04-01;de tafel dekken;βάζω/στρώνω το τραπέζι;ww. groep;;voedsel, dingen
1350;2025-03-25;vloer;(το) πάτωμα - (τα) πατώματα;znw.;;dingen
1351;2025-03-25;keuken;(η) κουζίνα - (οι) κουζίνες;znw.;;voedsel, dingen
1352;2025-03-25;fout;λάθος -η -ο;bnw.;;filosofie, cultuur
1353;2025-03-25;vlucht;(η) πτήση - (οι) πτήσεις;znw.;;reizen, routines
1354;2025-03-25;Hoe laat vertrekt de vlucht van(af) … ?;Τι ώρα φεύγει η πτήση από τον/την … ;;zin;vraagzin;reizen, routines
1355;2025-03-25;Vlucht vertrekt vanaf … om …;Η πτήση φεύγει από τον/την … στις …;zin;;reizen, routines
1356;2025-03-25;Hoe laat vertrekt de vlucht naar … ?;Τι ώρα φεύγει η πτήση για το(ν)/την … ;;zin;vraagzin;reizen, routines
1357;2025-03-25;De vlucht naar … vertrekt om …;Η πτήση για το(ν)/την … φεύγει στις …;zin;;reizen, routines
1358;2025-03-25;goevetsi (schotel);(το) γουβέτσι - (τα) γουβέτσια;znw.;;voedsel, dingen
1359;2025-03-25;pastitsio;(το) παστίτσιο - (τα) παστίτσια;znw.;;voedsel, dingen
1360;2025-03-25;gevulde groenten;(τα) γεμιστά;znw. groep;;voedsel, dingen
1361;2025-03-25, 2025-04-22;¹groenten ²gras;(τα) χόρτα;znw.;;voedsel, dingen
1362;2025-03-25;kikkererwten;(τα) ρεβύθια;znw.;;voedsel, dingen
1363;2025-03-25;linzen;(οι) φακές;znw.;;voedsel, dingen
1364;2025-03-25;ham;(το) ζαμπόν;znw.;;voedsel, dingen
1365;2025-03-25;spek;(το) μπέικον;znw.;;voedsel, dingen
1366;2025-03-25;alleen;μόνος -η -ο;bnw.;;
1367;2025-03-25;alleen， op mezelf;μόνος/η μου;bnw.;;
1368;2025-03-25;mijn (eigen);δικός -ή -ό μου;bnw.;;
1369;2025-03-25;alleen wonen;μένω μόνος/η μου;ww. groep;;relaties, converseren
1370;2025-03-25;bestuurder;(ο) οδηγός - (οι) οδηγοί;znw.;;reizen, routines
1371;2025-03-25;¹gevoel van eer， trots， zelfrespect ²gastvrijheid， gulheid;(το) φιλότιμο;znw.;typisch Grieks concept;cultuur, filosofie
;;;(το) σαλόνι;;;
;;;(το) φλυτζάνι;;;
1372;2025-03-25;Ik heb honger als een wolf.;Πεινάω σαν λύκος.;zin;uitdr.;voedsel, dingen
1373;2025-03-25;wolf;(ο) λύκος - (οι) λύκοι;znw.;;dieren, natuur
1374;2025-03-25;¹menukaart ²lijst， catalogus;(ο) κατάλογος - (οι) κατάλογοι;znw.;;dingen
1375;2025-03-25;bevroren;παγωμένος -η -ο;bnw.;;natuur
1376;2025-03-25;helemaal niet;καθόλου;bijw.;met ontkenning, π.χ. Δεν πεινάω καθόλου. Δεν υπάρχει καθόλου φαγητό.;
1377;2025-03-25;Is er niemand?;Δεν υπάρχει κανένας;;zin;vraagzin;
1378;2025-03-25;Zijn er geen?;Δεν υπάρχει καμιά;;zin;vraagzin;
1379;2025-03-25;er is geen;δεν υπάρχει κανένα;zin;;
1380;2025-03-25;dier;(το) ζώο - (τα) ζώα;znw.;;dieren, natuur
1381;2025-03-25;spin;(η) αράχνη - (οι) αράχνες;znw.;;dieren, natuur
1382;2025-03-25;beker;(το) φλιτζάνι - (τα) φλιτζάνια;znw.;;voedsel, dingen
1383;2025-03-25;Hier zijn mijn notities!;Να οι σημειώσεις μου!;zin;;converseren, uitdrukkingen
1384;2025-03-25;nota， notitie， aantekening;(το) σημείωμα - (τα) σημειώματα;znw.;;converseren
1385;2025-04-01;gek;τρελός -ή -ό;bnw.;;emoties, behoeftes
1386;2025-04-01;Wat betekent …?;Τι σημαίνει … ;;zin;vraagzin;converseren, uitdrukkingen
1387;2025-04-01;gedicht;(το) ποίημα - (τα) ποιήματα;znw.;;converseren
1388;2025-04-01;de seizoenen en het weer;οι εποχές και ο καιρός;znw. groep;;natuur
1389;2025-04-01;¹seizoen ²tijdperk;(η) εποχή - (οι) εποχές;znw.;;natuur
1390;2025-04-01;winter;(ο) χειμώνας - (οι) χειμώνες;znw.;;natuur
1391;2025-04-01;herfst;(το) φθινόπωρο;znw.;;natuur
1392;2025-04-01;Het is koud;Κάνει κρύο;zin;uitdr.;natuur
1393;2025-04-01;Het is fris;Έχει δροσιά;zin;uitdr.;natuur
1394;2025-04-01;Het is winderig;Έχει αέρα;zin;uitdr.;natuur
1395;2025-04-01;het waait;φυσάει;ww.;uitdr.;natuur
;;;Ποια εποχή σου αρέσει;;;;
;;;Οι μέρες είναι πιο μεγάλες.;;;
1396;2025-04-01;namelijk;δηλαδή;bijw.;;
1397;2025-04-01;het is zonnig;έχει ήλιο;zin;uitdr.;natuur
1398;2025-04-01;het is bewolkt;έχει συννεφιά;zin;uitdr.;natuur
1399;2025-04-01;het is mooi weer;έχει ωραίο καιρό;zin;;natuur
1400;2025-04-01;het is slecht weer;έχει άσχημο καιρό;zin;;natuur
1401;2025-04-01;het regent;βρέχει;ww.;uitdr.;natuur
1402;2025-04-01;het sneeuwt;χιονίζει;ww.;uitdr.;natuur
1403;2025-04-01;blazen;φυσάω;ww.;;grammatica
1404;2025-04-01;boom;(το) δέντρο - (τα) δέντρα;znw.;;natuur
1405;2025-04-01;De bladeren vallen van de bomen.;Τα φύλλα πέφτουν από τα δέντρα.;zin;;natuur
1406;2025-04-01;Het hoedje gaat vliegen.;Το καπέλο φεύγει (με τον αέρα).;zin;uidtr.;kleding, behoeftes
1407;2025-04-01;het waait erg hard;φυσάει πολύ;zin;;natuur
1408;2025-04-01;De wind neemt de hoed mee.;Ο αέρας παίρνει το καπέλο.;zin;;natuur
1409;2025-04-01;bestek;(τα) μαχαιροπίρουνα;znw.;;voedsel, dingen
;;;(τα) μακαρόνια;;;
;;;(τα) ζυμαρικά;;;
;;;Και τι ώρα φτάνει;;;;
;;;(το) απλό εισιτήριο;;;
;;;(το) εισιτήριο τουριστική θέση;;;
;;;(το) εισιτήριο πρώτη θέση;;;
;;;πιο φτηνό;;;
;;;Πόσα θέλετε;;;;
1410;2025-04-01;kok;(ο) μάγειρας - (οι) μάγειρες;znw.;;voedsel, dingen
1411;2025-04-01;dienen;σερβίρω;ww.;;voedsel, dingen
1412;2025-04-01;vasthouden， houden;κρατάω;ww.;;grammatica
1413;2025-04-01;paraplu dragen;κρατάω μία ομπρέλα;ww. groep;;kleding, behoeftes
1414;2025-04-01;Waar zal je zijn in augustus?;Πού θα είσαι τον Αύγουστο;;zin;vraagzin;kalender, meten
1415;2025-04-01;in januari;τον Ιανουάριο;znw.;;kalender, meten
1416;2025-04-01;in februari;τον Φεβρουάριο;znw.;;kalender, meten
1417;2025-04-01;in maart;τον Μάρτιο;znw.;;kalender, meten
1418;2025-04-01;april, in april;(ο) Απρίλιος, τον Απρίλιο;znw.;;kalender, meten
1419;2025-04-01;in mei;τον Μάιο;znw.;;kalender, meten
1420;2025-04-01;in juni;τον Ιούνιο;znw.;;kalender, meten
1421;2025-04-01;juli, in juli;(ο) Ιούλιος, τον Ιούλιο;znw.;;kalender, meten
1422;2025-04-01;augustus, in augustus;(ο) Αύγουστος, τον Αύγουστο;znw.;;kalender, meten
1423;2025-04-01;in september;τον Σεπτέμβριο;znw.;;kalender, meten
1424;2025-04-01;oktober, in oktober;(ο) Οκτώβριος, τον Οκτώβριο;znw.;;kalender, meten
1425;2025-04-01;in november;τον Νοέμβριο;znw.;;kalender, meten
1426;2025-04-01;in december;τον Δεκέμβριο;znw.;;kalender, meten
1427;2025-04-01;Wanneer is uw verjaardag?;Πότε έχετε τα γενέθλιά σας;;zin;vraagzin;kalender, meten
1428;2025-04-01;In mei, in de lente!;Τον Μάιο, την άνοιξη!;zin;;kalender, meten
1429;2025-04-01;Pasen;(το) Πάσχα;znw.;;kalender, meten
1430;2025-04-01;lieveheersbeestje;(η) πασχαλίτσα - (οι) πασχαλίτσες;znw.;;natuur
1431;2025-04-01;kaars;(το) κερί - (τα) κεριά;znw.;;dingen
1432;2025-04-01;Paaskaars;(η) λαμπάδα - (οι) λαμπάδες;znw.;;kalender, meten
1433;2025-04-01;zonnebril;(τα) μαύρα γυαλιά - (τα) γυαλιά ηλίου;znw. groep;mv.;kleding, behoeftes
1434;2025-04-01;sneeuwpop;(ο) χιονάνθρωπος - (οι) χιονάνθρωποι;znw.;;natuur
1435;2025-04-01;maken， bereiden， scheppen;φτιάχνω;ww.;;grammatica
1436;2025-04-01;sneeuwballengevecht doen;παίζω χιονοπόλεμο;zin;;tijd, meten
1437;2025-04-01;skieën;κάνω σκι;ww. groep;;tijd, meten
1438;2025-04-01;Ik hou van de zon.;Μου αρέσει ο ήλιος.;zin;;natuur
1439;2025-04-01;Ik vind het ook leuk!;Κι εμένα μου αρέσει!;zin;;emoties, behoeftes
1440;2025-04-01;bloesem;ανθίζω;ww.;;natuur
1441;2025-04-01;alles;όλα;vnw.;;hoeveelheden, meten
1442;2025-04-01;openen;ανοίγω;ww.;;grammatica
1443;2025-04-01;Hoe is het weer vandaag?;Τι καιρό κάνει σήμερα;;zin;vraagzin;natuur
1444;2025-04-01;er is een warme wind;έχει ζεστό αέρα;zin;uitdr.;natuur
1445;2025-04-01;het wordt vroeg donker， de nacht valt vroeg;νυχτώνει νωρίς;zin;uitdr.;kalender, meten
1446;2025-04-01;de nacht viel vroeg;η νύχτα κατέβαινε νωρίς;zin;;kalender, meten
1447;2025-04-01;Vrolijk Pasen!;Καλό Πάσχα!;uitdr.;;converseren, uitdrukkingen
1448;2025-04-01;Christus is verrezen!;Χριστός ανέστη!;uitdr.;;converseren, uitdrukkingen
1449;2025-04-01;Hij is waarlijk verrezen!;Αληθώς ανέστη!;uitdr.;;converseren, uitdrukkingen
1450;2025-04-01;de Goede Week;η Μεγάλη Εβδομάδα;znw.;;kalender, meten
1451;2025-04-01, 2025-04-22;Goede Vrijdag;¹(ο) Επιτάφιος ²(η) Μεγάλη Παρασκευή;znw.;;kalender, meten
1452;2025-04-01;Schone Maandag;(η) Καθαρά Δευτέρα;znw.;;kalender, meten
1453;2025-04-01;Ik laat een vlieger op.;Πετάω (τον) χαρταετό.;ww. groep;traditie op Καθαρά Δευτέρα;kalender, tijd, meten
1454;2025-04-01;Het is lente, want er zijn vlinders.;Είναι άνοιξη γιατί έχουν πεταλούδες.;zin;;natuur
1455;2025-04-01;Het is herfst omdat het regent.;Είναι φθινόπωρο γιατί βρέχει.;zin;;natuur
1456;2025-04-01;Het is oktober, want de bladeren vallen.;Είναι Οκτώβριος γιατί πέφτουν τα φύλλα.;zin;;natuur
1457;2025-04-22;vos;(η) αλεπού - (οι) αλεπούδες;znw.;;dieren, natuur
1458;2025-04-22;aarde;(η) γη;znw.;;natuur
1459;2025-04-22;nog steeds;ακόμα， ακόμη;bijw.;;
1460;2025-04-22;reeds， al;κιόλας;bijw.;;
1461;2025-04-22;laatst;τελευταίος -α -ο;bnw.;;
1462;2025-04-22;eindigen;τελειώνω;ww.;;grammatica
1463;2025-04-22;voetballen;παίζω ποδόσφαιρο;ww. groep;;sport, maatschappij
1464;2025-04-22;Paasdag， Pasen (Verrijzenis);¹η Λαμπρή ²η Ανάσταση;znw.;;kalender, meten
1465;2025-04-22;Je bezoekt je ouders.;Επισκέπτεσαι τους γονείς σου.;zin;;relaties, converseren
1466;2025-04-22;aubergine;(η) μελιτζάνα - (οι) μελιτζάνες;znw.;;voedsel, dingen
;;;κουνάω;;;
1467;2025-04-22;pistachenootjes;(τα) φυστίκια;znw.;;voedsel, dingen
1468;2025-04-22;een bad nemen;κάνω μπάνιο;ww. groep;;relaties, converseren
1469;2025-04-22;zonnebaden;κάνω ηλιοθεραπεία;ww. groep;;relaties, converseren
1470;2025-04-22;mijn vriendenkring;(η) παρέα μου;znw. groep;;relaties, converseren
1471;2025-04-22;octopus;(το) χταποδάκι - (τα) χταποδάκια;znw.;;voedsel, dingen
1472;2025-04-22;inktvis;(τα) καλαμαράκια;znw.;;voedsel, dingen
1473;2025-04-22;gebraden;ψητός -ή -ό;bnw.;;voedsel, dingen
1474;2025-04-22;alle;όλος -η -ο;vnw.;;hoeveelheden, meten
1475;2025-04-22;de hele koffie;όλος ο καφές;znw. groep;;voedsel, dingen
1476;2025-04-22;alle chocolade;όλη η σοκολάτα;znw. groep;;voedsel, dingen
1477;2025-04-22;het hele broodje;όλο το τσουρέκι;znw. groep;;voedsel, dingen
1478;2025-04-22;ze zingen een liedje;λένε ένα τραγούδι;zin;;muziek, cultuur
1479;2025-04-22, 2025-05-06;eergisteren;προχθές;bijw.;;kalender, meten
1480;2025-04-22, 2025-05-06;vorig jaar;πέρσι;bijw.;;kalender, meten
1481;2025-04-22, 2025-05-06;jaar voor vorig jaar;πρόπερσι;bijw.;;kalender, meten
1482;2025-04-22, 2025-05-06;dit jaar;φέτος;bijw.;;kalender, meten
1483;2025-04-22, 2025-05-06;verleden;περασμένος -η -ο;bnw.;;kalender, meten
1484;2025-04-22;jaren;(τα) χρόνια;znw.;;kalender, meten
1485;2025-04-22;vijf jaar geleden;πριν πέντε χρόνια;bijw.;;kalender, meten
1486;2025-04-29;Ik ging naar de voetbalwedstrijd van mijn zoon.;Πήγα στο ποδόσφαιρο του γιου μου.;zin;;sport, maatschappij
1487;2025-04-29;met de mensen;με τους ανθρώπους;zin;;relaties, converseren
1488;2025-04-29;buurt;(η) γειτονιά - (οι) γειτονιές;znw.;;geografie, cultuur
