nr;datum;Nederlands;Grieks;woordsoort;nota;thema
0659;2025-12-17;onzijdig (woordgeslacht);(το) ουδέτερο γένος;znw.;;grammatica
0660;2025-12-17;nominatief;(η) ονομαστική;znw.;;grammatica
0661;2025-12-17;accusatief;(η) αιτιατική;znw.;;grammatica
0662;2025-12-17;mijn eigen;δικός -ή/ιά -ό + μου/σου/του/της/μας/σας/τους;vnw.;alleen voor familie of heel nauwe kennissen;grammatica
0663;2025-12-17;mijn eigen (mv.);δικοί – δικές – δικά;vnw.;meervoud;grammatica
0664;2025-12-17;mijn huis;το σπίτι μου;zin;;wonen
0665;2025-12-17;mijn eigen huis;το δικό μου σπίτι;zin;;wonen
0666;2025-12-17;Is dit jouw boek?;Είναι δικό σου αυτό το βιβλίο;;zin;vraagzin;converseren
0667;2025-12-17;Is dit jouw boek?;Δικό σου είναι αυτό το βιβλίο;;zin;vraagzin;converseren
0668;2025-12-17;Is dit boek van jou?;Αυτό το βιβλίο είναι δικό σου;;zin;vraagzin;converseren
0669;2025-12-17;Is dit boek van jou?;Αυτό το βιβλίο δικό σου είναι;;zin;vraagzin;converseren
0670;2025-12-17;de mijnen;(οι) δικοί μου (= η οικογένειά μου);vnw.;≃ mijn familie;relaties
0671;2025-12-17;cd;(το) σιντί， (το) CD;znw.;/ta sidí/;muziek
0672;2025-12-17;sigaret;(το) τσιγάρο, (τα) τσιγάρα;znw.;;routines
0673;2025-12-17;blikje;(το) κουτάκι;znw.;;voedsel
0674;2025-12-17;kourabiédes (koekjes);(ο) κουραμπιές, (οι) κουραμπιέδες;znw.;;voedsel
0675;2025-12-17;kan， kunt (u);μπορώ – μπορείτε;ww.;vormen van ‘μπορώ’;grammatica
0676;2025-12-17;Tot straks!， Tot gauw!， Toedeloe!;Τα λέμε!;uitdr.;informeel;converseren, uitdrukkingen
0677;2025-12-17;Ik zie u gauw， morgen;Θα σας δω (αύριο);zin;formeel, beleefd;converseren
0678;2025-12-17;dronken;μεθυσμένος -η -ο;bnw.;;emoties
0679;2025-12-17;bezorgd;στενοχωρημένος -η -ο;bnw.;;emoties
0680;2025-12-17;voldoende goed， redelijk goed， bijna goed;αρκετά ωραία， αρκετά καλά;bijw.;;emoties
0681;2025-12-17;beleefd;ευγενικός -ή -ό;bnw.;;relaties
0682;2025-12-17;haar schoonouders;τα πεθερικά της;znw. groep;;relaties
0683;2025-12-17;(gedurende) heel de zomer;όλο το καλοκαίρι;bijw.;;tijd
0684;2026-01-07;Gefeliciteerd! (met uw naamdag);Χρόνια πολλά! Να σε χαιρόμαστε!;uitdr.;lett. ‘Dat we u mogen genieten!’, gewenst op iemands naamdag;converseren, uitdrukkingen
0685;2026-01-07;voetpad;(το) μονοπάτι, (τα) μονοπάτια;znw.;;reizen
0686;2026-01-07;¹meisje， meid ²vriendin;(η) κοπέλα, (οι) κοπέλες;znw.;;relaties
0687;2026-01-07;indiscreet;αδιάκριτος -η -ο;bnw.;;relaties
0688;2026-01-07;sterven;πεθαίνω – πέθανα – θα πεθάνω;ww.;;emoties
0689;2026-01-07;(Innige) Deelneming!;Συλλυπητήρια!;uitdr.;< συν εν λύπη, lett. ‘samen in het verdriet’;converseren, uitdrukkingen
0690;2026-01-07;parfum;(το) άρωμα, (τα) αρώματα;znw.;;dingen
0691;2026-01-07;sneeuw;(το) χιόνι, (τα) χιόνια;znw.;;weer & klimaat
0692;2026-01-07;het sneeuwt;χιονίζει;ww.;;weer & klimaat
0693;2026-01-07;op het laatste ogenblik;την τελευταία στιγμή;bijw.;;tijd
0694;2026-01-07;last-minute (ticket);εισιτήριο τελευταίας στιγμής;znw. groep;;reizen
0695;2026-01-07;zenuw;(το) νεύρο, (τα) νεύρα;znw.;;lichaam
0696;2026-01-07;gedurende (zoveel jaren);για (τόσα χρόνια);bijw.;;tijd
0697;2026-01-07;fabriek;(το) εργοστάσιο, (τα) εργοστάσια;znw.;;maatschappij, beroepen
0698;2026-01-07;Kerstmis;(τα) Χριστούγεννα;znw.;;kalender, cultuur
0699;2026-01-07;Nieuwjaar;(η) Πρωτοχρονιά;znw.;;kalender, cultuur
0700;2026-01-07;kleinzoon;(ο) εγγονός, (οι) εγγονοί;znw.;;relaties
0701;2026-01-07;kleindochter;(η) εγγονή, (οι) εγγονές;znw.;(= η κόρη της κόρης);relaties
0702;2026-01-07;kleinkind;(το) εγγόνι, (τα) εγγόνια;znw.;;relaties
0703;2026-01-07;mijn kleinkinderen;τα εγγόνια μου;znw. groep;;relaties
0704;2026-01-07;ruiken;μυρίζω – μύρισα – θα μυρίσω;ww.;;lichaam
0705;2026-01-07;Nieuwjaarstaart;(η) βασιλόπιτα;znw.;;voedsel, cultuur
0706;2026-01-07;Heilige Vasili;ο Άγιος Βασίλης;eigennaam;;namen, cultuur
0707;2026-01-07;mahlep (specerij);(το) μαχλέπι;znw.;;voedsel
0708;2026-01-07;gedeelte， deel， stuk;(το) κομμάτι, (τα) κομμάτια;znw.;;dingen
0709;2026-01-07;ik wil schrijven;θέλω να γράψω;zin;;grammatica
0710;2026-01-07;ik moet kunnen komen;πρέπει να μπορώ να έρθω;zin;;grammatica
0711;2026-01-07;ik kan niet komen;δεν μπορώ να έρθω;zin;;grammatica
0712;2026-01-07;ik hield van je;σ’ αγάπησα;ww.;;emoties
0713;2026-01-07;ik maakte me zorgen;ανησύχησα – θα ανησυχήσω;ww.;;emoties
0714;2026-01-07;ik had pijn;πόνεσα;ww.;;lichaam
0715;2026-01-07;¹uitnodigen， oproepen ²bellen;καλώ (π.χ. το ασανσέρ) – κάλεσα – θα καλέσω;ww.;;converseren
0716;2026-01-07;heel erg uitnodigen， nadrukkelijk vragen;παρακαλώ – παρακάλεσα – θα παρακαλέσω;ww.;;converseren
0717;2026-01-07;ophangen;κρεμάω – κρέμασα – θα κρεμάσω;ww.;;wonen
0718;2026-01-07;kapstok;(η) κρεμάστρα;znw.;cfr. Fr. ‘pendre la crémaillère’;wonen
0719;2026-01-07;schildpad;(η) χελώνα;znw.;;dieren
0720;2026-01-07;stipt op tijd;ακριβώς στην ώρα;bijw.;;tijd
0721;2026-01-07;dergelijk(e);τέτοιος -α -ο;bnw.;;grammatica
0722;2026-01-07;laten;αφήνω – άφησα – θα αφήσω;ww.;;routines
0723;2026-01-07;Ge laat me niet gerust!;Δε μ’ αφήνεις ήσυχο!;zin;;converseren, emoties
0724;2026-01-07;dorst hebben;διψάω – δίψασα – θα διψάσω;ww.;;behoeftes
0725;2026-01-07;honger hebben;πεινάω – πείνασα – θα πεινάσω;ww.;;behoeftes
0726;2026-01-07;ik heb dorst (gekregen);δίψασα (liever dan διψάω);ww.;;behoeftes
0727;2026-01-07;ik heb honger (gekregen);πείνασα (liever dan πεινάω);ww.;;behoeftes
0728;2026-01-07;ik ben van plan om …;λέω να … (≠ λέω πως/ότι …);zin;;grammatica
0729;2026-01-07;dat (na een werkwoord dat een gevoel uitdrukt);που (na een werkwoord dat een gevoel uitdrukt);vw.;;grammatica
0730;2026-01-07;al wat;ό,τι， ό⸒τι;vw.;υποδιαστολή `https://en.wikipedia.org/wiki/Hypodiastole`;grammatica
0731;2026-01-07;losmaken;χαλάω – χάλασα – θα χαλάσω;ww.;;dingen
0732;2026-01-07;vergeten;ξεχνάω – ξέχασα – θα ξεχάσω;ww.;;routines
0733;2026-01-07;trakteren;κερνάω – κέρασα – θα κεράσω;ww.;;converseren
0734;2026-01-07;passeren;περνάω – πέρασα – θα περάσω;ww.;;reizen
0735;2026-01-07;vorig;περασμένος -η -ο;bnw.;;tijd
0736;2026-01-07;Gezondheid!， Veel beterschap!;Περαστικά!;uitdr.;lett. ‘dat het snel moge voorbij gegaan zijn’;converseren, uitdrukkingen
0737;2026-01-07;kunnen;μπορώ – μπόρεσα – θα μπορέσω;ww.;;grammatica
0738;2026-01-07;dragen;φοράω – φόρεσα – θα φορέσω;ww.;;kleding
0739;2026-01-07;antwoorden;απαντάω – απάντησα – θα απαντήσω;ww.;;converseren
0740;2026-01-07;stoppen;σταματάω – σταμάτησα – θα σταματήσω;ww.;;routines
0741;2026-01-07;helpen;βοηθάω – βοήθησα – θα βοηθήσω;ww.;;relaties
0742;2026-01-07;wandelen;περπατάω – περπάτησα – θα περπατήσω;ww.;;sport
0743;2026-01-07;proberen;προσπαθώ – προσπάθησα – θα προσπαθήσω;ww.;;routines
0744;2026-01-07;telefoneren;τηλεφωνώ – τηλεφώνησα – θα τηλεφωνήσω;ww.;;converseren
0745;2026-01-07;Wat scheelt er? Wat is er aan de hand?;Τι τρέχει;;zin;vraagzin;converseren
0746;2026-01-07;eerst en vooral;πρώτα και κύρια;bijw.;;converseren
0747;2026-01-07;¹stuk gaan， kapotmaken ²slecht worden， bederven ³verwennen;χαλάω – χάλασα – θα χαλάσω;ww.;;dingen
0748;2026-01-07;kapot， bedorven;χαλασμένος -η -ο;bnw.;;dingen
0749;2026-01-07;ouder worden;γερνάω (ώ) – γέρασα – θα γεράσω;ww.;;lichaam
0750;2026-01-07;¹pijn hebben ²pijn doen;πονάω (π.χ.: πονάει το κεφάλι μου);ww.;;lichaam
0751;2026-01-07;de waarheid;(η) αλήθεια;znw.;;filosofie
0752;2026-01-07;ongelijk， onterecht;άδικος -η -ο;bnw.;;maatschappij
0753;2026-01-07;op de Peloponnesos;στην Πελοπόννησο;vz.;;geografie
0754;2026-01-07;nog niet;όχι ακόμα;bijw.;;tijd
0755;2026-01-07;niet meteen;όχι αμέσως;bijw.;;tijd
0756;2026-01-07;woordvolgorde;σειρά των λέξεων (ond. mv. lv. ww.);znw.;;grammatica
0757;2026-01-07;zoals in het Vlaams;όπως στα φλαμανδικά;vw.;;grammatica
0758;2026-01-07;Ik zeg het hem.;Εγώ του το λέω.;zin;;converseren
0759;2026-01-07;frisdranken;(τα) αναψυκτικά;znw.;;voedsel
0760;2026-01-07;Gaan jullie nog lang treuzelen?;Αργείτε πολύ ακόμη;;zin;vraagzin;converseren
0761;2026-01-07;de duisternis;το σκοτάδι, (τα) σκοτάδια;znw.;;weer & klimaat
0762;2026-01-07;sneetje;(η) φέτα, (οι) φέτες;znw.;cfr. feta (kaas);voedsel
0763;2026-01-07;cappuccino;(το) καπουτσίνο;znw.;;voedsel
0764;2026-01-07;telefoneren (lett. ‘ik neem Kostas (per telefoon)’);παίρνω τον Κώστα στο τηλέφωνο ⇒ τον παίρνω τηλέφωνο;ww. groep;;converseren
0765;2026-01-07;telefoneren (lett. ‘ik bel Kostas (aan de telefoon)’);τηλεφωνώ στον Κώστα (του τηλεφωνώ);ww. groep;;converseren
0766;2026-01-07;¹waarschijnlijk ²veeleer， eerder (dan) ³liever;μάλλον;bijw.;;grammatica
0767;2026-01-07;bloem， meel;(το) αλεύρι;znw.;;voedsel
0768;2026-01-07;gehakt;(ο) κιμάς;znw.;;voedsel
0769;2026-01-07;van morgen;αυριανός -ή -ό;bnw.;;tijd
0770;2026-01-07;tegenwoordige tijd (presens);(ο) ενεστώτας;znw.;;grammatica
0771;2026-01-07;ik moet studeren;έχω να διαβάσω;zin;;grammatica
0772;2026-01-07;_alle persoonlijke vnww. in acc._;με, σε, τον/την/το, μας, σας, τους/τις/τα;vnw.;objectvormen;grammatica
0773;2026-01-07;We zongen Griekse liedjes.;Τραγουδήσαμε ελληνικά τραγούδια.;zin;;muziek
0774;2026-01-07;praten， spreken;μιλάω – μίλησα – θα μιλήσω;ww.;;converseren
0775;2026-01-07;vraag;(η) ερώτηση, (οι) ερωτήσεις;znw.;;grammatica
0776;2026-01-07;Hebben jullie vragen?;Έχετε ερωτήσεις;;zin;vraagzin;school
0777;2026-01-07;vluchteling;(ο) πρόσφυγας, (οι) πρόσφυγες;znw.;;maatschappij
0778;2026-01-07;de grenzen;(τα) σύνορα;znw.;;geografie
0779;2026-01-07;gebruiken;χρησιμοποιώ – χρησιμοποίησα – θα χρησιμοποιήσω;ww.;;routines
