ID	Συχνότητα (Frequency)	‰	CEF level	Λήμμα (Lemma)	Πολυλεκτικό σύνολο (MWE)	Μέρος του Λόγου (Part of speech)	Μετάφραση (Translation)	Σχόλια μεταφραστή (Translator's comments)			
4312	990	0,017233381	C1	καταπιέζω		Ρήμα					
4888	814	0,014169668	C1	καταπίεση		Ουσιαστικό					
4194	1029	0,017912271	C1	καταπίνω		Ρήμα					
2193	2389	0,04158641	B1	καταπληκτικός		Επίθετο					
	0	0	C2	κατάπληκτος		Επίθετο					
	0	0	C2	καταπλήσσω		Ρήμα					
3475	1323	0,023030063	B2	καταπολέμηση		Ουσιαστικό					
	0	0	C2	καταπράσινος		Επίθετο					
4691	866	0,015074856	C1	κατάρα		Ουσιαστικό					
5661	0	0	C2	καταραμένη		Επίθετο					
	0	0	C2	καταραμένο		Επίθετο					
	0	0	C2	καταραμένος		Επίθετο					
2459	2089	0,036364174	B1	κατάργηση		Ουσιαστικό					
1906	2921	0,050847176	A2	καταργώ		Ρήμα					
3990	1098	0,019113386	C1	κατάρρευση		Ουσιαστικό					
4116	1059	0,018434495	C1	καταρρέω		Ρήμα					
	0	0	C2	κατάρτι		Ουσιαστικό					
4175	1038	0,018068938	C1	καταρτίζω		Ρήμα					
1932	2879	0,050116063	A2	κατάρτιση		Ουσιαστικό					
3431	1343	0,023378212	B2	καταρχήν		Επίρρημα					
1001	6148	0,107021034	A2	κατασκευάζω		Ρήμα					
2735	1806	0,031437864	B1	κατασκευαστής		Ουσιαστικό					
4655	879	0,015301153	C1	κατασκευαστικός		Επίθετο					
556	10928	0,19022867	A1	κατασκευή		Ουσιαστικό					
	0	0	C2	κατασκήνωση		Ουσιαστικό					
	0	0	C2	κατάσκοπος		Ουσιαστικό					
193	24026	0,418231517	A1	κατάσταση		Ουσιαστικό					
3738	1193	0,020767094	B2	καταστατικό		Ουσιαστικό					
	0	0	C2	καταστέλλω		Ρήμα					
1218	4952	0,086201718	A2	κατάστημα		Ουσιαστικό					
3651	1231	0,021428577	B2	καταστολή		Ουσιαστικό					
1000	6157	0,107177701	A2	καταστρέφω		Ρήμα					
887	6887	0,119885144	A1	καταστροφή		Ουσιαστικό					
3702	1206	0,020993391	B2	καταστροφικός		Επίθετο					
	0	0	C2	κατάστρωμα		Ουσιαστικό					
3309	1418	0,024683771	B2	κατάταξη		Ουσιαστικό					
3314	1414	0,024614142	B2	κατατάσσω		Ρήμα					
	0	0	C2	καταυλισμός		Ουσιαστικό					
447	12885	0,224295059	A1	καταφέρνω		Ρήμα					
2935	1648	0,028687486	B2	καταφεύγω		Ρήμα					
3139	1518	0,026424517	B2	καταφύγιο		Ουσιαστικό					
	0	0	C2	καταχνιά		Ουσιαστικό					
4653	879	0,015301153	C1	κατάχρηση		Ουσιαστικό					
	0	0	C2	καταχρώμαι		Ρήμα					
2821	1737	0,03023675	B1	καταχώρηση		Ουσιαστικό					
5600	0	0	C2	καταχωρίζω		Ρήμα					
5385	581	0,014254183	C2	καταχώριση		Ουσιαστικό					
3333	1401	0,024387845	B2	καταχωρώ		Ρήμα					
	0	0	C2	καταψύχω		ρήμα					
1530	3898	0,06785426	A2	κατεβάζω		Ρήμα					
1209	5014	0,08728098	A2	κατεβαίνω		Ρήμα					
	0	0	C2	κατεδαφίζω		ρήμα					
4473	935	0,016275971	C1	κατεστημένο		Ουσιαστικό					
3460	1329	0,023134508	B2	κατευθείαν		Επίρρημα					
	0	0	C2	κατευθύνομαι		Ρήμα					
1081	5652	0,098386936	A2	κατεύθυνση		Ουσιαστικό					
2590	1958	0,034083797	B1	κατευθύνω		Ρήμα					
5806	0	0	C2	κατευνάζω		Ρήμα					
1653	3512	0,061134982	A2	κατέχω		Ρήμα					
	0	0	C2	κατεψυγμένος		Επίθετο					
4120	1059	0,022531915	C1	κατηγορηματικά		Επίρρημα					
2674	1872	0,039829787	B1	κατηγορηματικός		Επίθετο					
416	13702	0,23851695	A1	κατηγορία		Ουσιαστικό					
	0	0	C2	κατήγορος		Ουσιαστικό					
4437	942	0,016397823	C1	κατηγορούμενος		Επίθετο					
1732	3325	0,057879788	A2	κατηγορώ		Ρήμα					
71	56396	0,98171084	A1	κάτι		Αντωνυμία					
5686	0	0	C2	κατοικήσιμος,-η,-ο		Επίθετο					
1564	3785	0,065887218	A2	κατοικία		Ουσιαστικό					
	0	0	C2	κατοικίδιος 	κατοικίδιο ζώο	Επίθετο, Έκφραση					
723	8363	0,145578547	A1	κάτοικος		Ουσιαστικό					
2756	1790	0,031159345	B1	κατοικώ		Ρήμα					
3959	1109	0,019304868	C1	κατοικών		Επίθετο					
1328	4489	0,078142066	A2	κατόπιν		Πρόθεση					
2691	1849	0,032186385	B1	κατορθώνω		Ρήμα					
5808	0	0	C2	κατουραώ, κατουρώ		Ρήμα					
1635	3560	0,06197054	A2	κατοχή		Ουσιαστικό					
2574	1974	0,034362316	B1	κάτοχος		Ουσιαστικό					
4031	1087	0,018921904	C1	κατοχυρώνω		Ρήμα					
	0	0	C2	κατρακυλάω, κατρακυλώ		Ρήμα					
4209	1025	0,017842642	C1	κατσαρόλα		Ουσιαστικό					
	0	0	C2	κατσίκα		Ουσιαστικό					
	0	0	C2	κατσίκι		Ουσιαστικό					
163	26962	0,469339805	A1	κάτω	κάτω από	Επίρρημα, Έκφραση					
2222	2355	0,040994557	B1	κατώτερος		Επίθετο					
	0	0	C2	κατώφλι		Ουσιαστικό					
2350	2214	0,038540106	B1	καύσιμο		Ουσιαστικό					
	0	0	C2	καύσωνας		Ουσιαστικό					
	0	0	C2	καυτερός		Επίθετο					
3819	1157	0,020140426	B2	καυτός		Επίθετο					
3634	1239	0,026361702	B2	καφέ		Επίθετο					
3344	1397	0,024318215	B2	καφενείο		Ουσιαστικό					
1043	5884	0,102425466	A2	καφές		Ουσιαστικό					
	0	0	C2	καφετής		Επίθετο					
	0	0	C2	καχυποψία		Ουσιαστικό					
	0	0	C2	κέικ		Ουσιαστικό					
5791	0	0	C2	κείμαι		Ρήμα					
259	19653	0,342108716	A1	κείμενο		Ουσιαστικό					
	0	0	C2	κελάρι		Ουσιαστικό					
4204	1026	0,017860049	C1	κελί		Ουσιαστικό					
	0	0	C2	κέλυφος		Ουσιαστικό					
1570	3773	0,065678328	A2	κενό		Ουσιαστικό					
4533	915	0,015927821	C1	κενός,-ή,-ό	κενή θέση	Επίθετο					
	0	0	C2	κεντράρω		Ρήμα					
	0	0	C2	κεντρίζω		Ρήμα					
522	11467	0,199611288	A1	κεντρικός,-ή,-ό	κεντρική τράπεζα, κεντρικό γραφείο	Επίθετο, Έκφραση					
245	20357	0,354363564	A1	κέντρο		Ουσιαστικό					
3438	1338	0,023291175	B2	κεραία		Ουσιαστικό					
	0	0	C2	κεράσι		Ουσιαστικό					
	0	0	C2	κέρατο		Ουσιαστικό					
4534	915	0,015927821	C1	κεραυνός		Ουσιαστικό					
602	10109	0,175971964	A1	κερδίζω	κερδίζω χρήματα	Ρήμα, Έκφραση					
1263	4746	0,082615782	A2	κέρδος		Ουσιαστικό					
5181	745	0,012968554	C2	κερδοσκοπικός		Επίθετο					
5201	735	0,015638298	C2	κερδοφορία		Ουσιαστικό					
3124	1526	0,026563777	B2	κερί		Ουσιαστικό					
	0	0	C2	κέρμα		Ουσιαστικό					
5125	763	0,013281888	C2	κερνάω, κερνώ		Ρήμα					
709	8551	0,148851149	A1	κεφάλαιο		Ουσιαστικό					
2475	2066	0,035963802	B1	κεφαλαίος		Επίθετο					
1924	2892	0,05034236	A2	κεφαλή		Ουσιαστικό					
735	8225	0,143176318	A1	κεφάλι		Ουσιαστικό					
3850	1147	0,019966351	B2	κέφι		Ουσιαστικό					
5108	765	0,013316703	C2	κηδεία		Ουσιαστικό					
	0	0	C2	κηλίδα		Ουσιαστικό					
1679	3448	0,060020905	A2	κήπος		Ουσιαστικό					
2795	1751	0,030480454	B1	κηρύσσω		Ρήμα					
4729	857	0,014918189	C1	κιβώτιο		Ουσιαστικό					
2008	2706	0,047104574	B1	κιθάρα		Ουσιαστικό					
1573	3759	0,065434624	A2	κιλό		Ουσιαστικό					
	0	0	C2	Κίνα		Ουσιαστικό					
2266	2309	0,040193814	B1	κινδυνεύω		Ρήμα					
589	10299	0,17927938	A1	κίνδυνος		Ουσιαστικό					
	0	0	C2	κινέζικα		Ουσιαστικό, Επίθετο					
5372	591	0,014499522	C2	κινεζικός		Επίθετο					
	0	0	C2	κινέζικος		Επίθετο					
	0	0	C2	Κινέζος		Ουσιαστικό					
804	7608	0,132435919	A1	κίνημα		Ουσιαστικό					
2976	1618	0,028165262	B2	κινηματογραφικός		Επίθετο					
1973	2784	0,048462355	B1	κινηματογράφος		Ουσιαστικό					
391	14429	0,25117217	A1	κίνηση		Ουσιαστικό					
2077	2600	0,045259383	B1	κινητήρας		Ουσιαστικό					
5170	749	0,013038184	C2	κινητικότητα		Ουσιαστικό					
2571	1975	0,034379724	B1	κινητοποίηση		Ουσιαστικό					
2175	2412	0,051319149	B1	κινητοποιώ		Ρήμα					
1358	4395	0,076505765	A2	κινητός	κινητό τηλέφωνο	Επίθετο, Έκφραση					
2154	2464	0,042891969	B1	κίνητρο		Ουσιαστικό					
	0	0	C2	κινούμαι		Ρήμα					
4487	930	0,016188933	C1	κινούμενος		Επίθετο					
868	7035	0,122461447	A1	κινώ		Ρήμα					
1701	3390	0,059011273	A2	κιόλας		Επίρρημα					
2212	2364	0,041151224	B1	κίτρινος		Επίθετο					
3937	1118	0,019461535	C1	κλαδί		Ουσιαστικό					
1414	4220	0,073459461	A2	κλάδος		Ουσιαστικό					
1563	3785	0,065887218	A2	κλαίγω		Ρήμα					
3277	1432	0,030468085	B2	κλαίω		Ρήμα					
4404	956	0,016641527	C1	κλάμα		Ουσιαστικό					
5649	0	0	C2	κλαμπ		Ουσιαστικό					
	0	0	C2	κλαρί		Ουσιαστικό					
4373	967	0,016833009	C1	κλάση		Ουσιαστικό					
1619	3601	0,062684246	A2	κλασικός		Επίθετο					
	0	0	C2	κλάσμα		Ουσιαστικό					
1734	3323	0,057844973	A2	κλασσικός		Επίθετο					
1936	2871	0,049976804	A2	κλέβω		Ρήμα					
	0	0	C2	κλειδαριά		Ουσιαστικό					
1837	3095	0,053876074	A2	κλειδί		Ουσιαστικό					
4302	994	0,01730301	C1	κλειδώνω		Ρήμα					
	0	0	C2	κλείνομαι		Ρήμα					
477	12366	0,21526059	A1	κλείνω		Ρήμα					
3841	1148	0,019983758	B2	κλείσιμο		Ουσιαστικό					
5308	641	0,013638298	C2	κλειστά		Επίρρημα					
1413	4226	0,073563905	A2	κλειστός		Επίθετο					
4788	839	0,014604855	C1	κλέφτης		Ουσιαστικό					
4218	1023	0,017807827	C1	κληρικός		Επίθετο					
2376	2173	0,0378264	B1	κληρονομιά		Ουσιαστικό					
	0	0	C2	κληρονομώ		Ρήμα					
4864	819	0,014256706	C1	κλήρωση		Ουσιαστικό					
3075	1553	0,027033778	B2	κλήση		Ουσιαστικό					
	0	0	C2	κλικ		Ουσιαστικό					
1584	3733	0,06498203	A2	κλίμα		Ουσιαστικό					
1994	2737	0,047644205	B1	κλίμακα		Ουσιαστικό					
	0	0	C2	κλιμακώνω		Ρήμα					
	0	0	C2	κλιμάκωση		Ουσιαστικό					
4807	835	0,014535225	C1	κλιματισμός		Ουσιαστικό					
1281	4682	0,081501705	A2	κλινική		Ουσιαστικό					
5025	783	0,013630037	C2	κλινικός		Επίθετο					
3003	1602	0,027886743	B2	κλίση		Ουσιαστικό					
	0	0	C2	κλονισμός		Ουσιαστικό					
	0	0	C2	κλόουν		Ουσιαστικό					
4927	804	0,013995594	C2	κλοπή		Ουσιαστικό					
	0	0	C2	κλουβί		Ουσιαστικό					
5668	0	0	C2	κλωστή		Ουσιαστικό					
	0	0	C2	κλωτσώ		Ρήμα					
694	8666	0,150853006	A1	κόβω		Ρήμα					
4477	933	0,016241156	C1	κοιλάδα		Ουσιαστικό					
3006	1601	0,027869336	B2	κοιλιά		Ουσιαστικό					
3765	1182	0,020575612	B2	κοιλιακός		Επίθετο					
	0	0	C2	κοίλωμα		ουσιαστικό					
1244	4850	0,084426157	A2	κοιμάμαι		Ρήμα					
	0	0	C2	κοιμητήριο		ουσιαστικό					
2391	2156	0,04587234	B1	κοινά		Ουσιαστικό					
729	8315	0,144742989	A1	κοινό		Ουσιαστικό					
3742	1191	0,020732279	B2	κοινοβουλευτικός		Επίθετο					
2493	2047	0,035633061	B1	κοινοβούλιο		Ουσιαστικό					
4816	830	0,017659574	C1	κοινοποίηση		Ουσιαστικό					
	0	0	C2	κοινοπραξία		ουσιαστικό					
387	14657	0,25514107	A1	κοινός		Επίθετο					
512	11588	0,20171759	A1	κοινότητα		Ουσιαστικό					
1373	4341	0,075565763	A2	κοινοτικός		Επίθετο					
	0	0	C2	κοινότοπος		Επίθετο					
5432	528	0,012953887	C2	κοινόχρηστος		Επίθετο					
290	18025	0,313769379	A1	κοινωνία		Ουσιαστικό					
4034	1087	0,018921904	C1	κοινωνικά		Επίρρημα					
175	26036	0,453220502	A1	κοινωνικός,-ή,-ό	κοινωνική επιστήμη	Επίθετο, Έκφραση					
4403	957	0,016658935	C1	κοινωνιολογία		Ουσιαστικό					
	0	0	C2	κοιτάζομαι		Ρήμα					
745	8098	0,140965572	A1	κοιτάζω	κοιτάζω τριγύρω	Ρήμα, Έκφραση					
813	7467	0,129981468	A1	κοιτώ		Ρήμα					
5782	0	0	C2	κοιτώνας		Ουσιαστικό					
870	7026	0,12230478	A1	κόκκινος		Επίθετο					
	0	0	C2	κόκκος		Ουσιαστικό					
	0	0	C2	κόκορας		Ουσιαστικό					
2635	1911	0,033265647	B1	κόλαση		Ουσιαστικό					
	0	0	C2	κολέγιο		Ουσιαστικό					
	0	0	C2	κόλλα		Ουσιαστικό					
1490	3992	0,069490561	A2	κολλάω, κολλώ		Ρήμα					
5927	0	0	C2	κολλημένος		Μετοχή					
5388	577	0,014156047	C2	κολλητός		Επίθετο					
	0	0	C2	κολλώδης		Επίθετο					
	0	0	C2	κολόνα		Ουσιαστικό					
	0	0	C2	κολοσσιαίος		Επίθετο					
2028	2683	0,046704202	B1	κόλπο		Ουσιαστικό					
3831	1152	0,020053388	B2	κόλπος		Ουσιαστικό					
4587	899	0,015649302	C1	κολυμπάω, κολυμπώ		Ρήμα					
	0	0	C2	κολύμπι		Ουσιαστικό					
	0	0	C2	κολυμπώ		Ρήμα					
3192	1475	0,025675996	B2	κόμβος		Ουσιαστικό					
	0	0	C2	κόμης		Ουσιαστικό					
5667	0	0	C2	κομητεία		Ουσιαστικό					
505	11670	0,203145001	A1	κόμμα		Ουσιαστικό					
554	10967	0,19090756	A1	κομμάτι		Ουσιαστικό					
	0	0	C2	κομματιάζω		Ρήμα					
2483	2055	0,03577232	B1	κομματικός		Επίθετο					
4753	849	0,014778929	C1	κομμουνισμός		Ουσιαστικό					
4211	1024	0,017825234	C1	κομμουνιστής		Ουσιαστικό					
3118	1529	0,026615999	B2	κομμουνιστικός	κομμουνιστικό κόμμα	Επίθετο					
	0	0	C2	κομμωτήριο		Ουσιαστικό					
	0	0	C2	κομοδίνο		Ουσιαστικό					
5871	0	0	C2	κομπιούτερ		Ουσιαστικό					
	0	0	C2	κόμπος		Ουσιαστικό					
	0	0	C2	κομψός		Επίθετο					
2392	2155	0,045851064	B1	κονδύλιο		Ουσιαστικό					
	0	0	C2	κονσέρτο		Ουσιαστικό					
397	14288	0,248717719	A1	κοντά		Επίρρημα					
5077	769	0,013386333	C2	κοντεύω		Ρήμα					
2888	1684	0,029314154	B1	κοντινός		Επίθετο					
3354	1392	0,024231178	B2	κοντός		Επίθετο					
2690	1856	0,032308237	B1	κόντρα		Ουσιαστικό					
	0	0	C2	κόντρα		Επίρρημα					
5085	768	0,013368926	C2	κοπάδι		Ουσιαστικό					
1686	3433	0,059759793	A2	κοπέλα		Ουσιαστικό					
1869	3034	0,052814219	A2	κόπος		Ουσιαστικό					
	0	0	C2	Κοράνι		Ουσιαστικό					
	0	0	C2	κορδέλα		Ουσιαστικό					
	0	0	C2	κορδόνι		Ουσιαστικό					
1458	4065	0,070761305	A2	κόρη		Ουσιαστικό					
1495	3978	0,069246857	A2	κορίτσι		Ουσιαστικό					
2302	2264	0,039410478	B1	κορμί		Ουσιαστικό					
3191	1478	0,025728219	B2	κορμός		Ουσιαστικό					
4935	803	0,013978186	C2	κοροϊδεύω		Ρήμα					
1816	3145	0,054746446	A2	κορυφαίος		Επίθετο					
548	11076	0,192804973	A1	κορυφή		Ουσιαστικό					
	0	0	C2	κορώνα		Ουσιαστικό					
	0	0	C2	κοσκινίζω		Ρήμα					
3973	1104	0,01921783	C1	κόσμημα		Ουσιαστικό					
	0	0	C2	κοσμήτορας		Ουσιαστικό					
2938	1648	0,028687486	B2	κοσμικός		Επίθετο					
	0	0	C2	κοσμοβριθής		Επίθετο					
84	46204	0,804294057	A1	κόσμος		Ουσιαστικό					
2607	1944	0,033840093	B1	κοστίζω		Ρήμα					
880	6931	0,120651072	A1	κόστος		Ουσιαστικό					
4142	1051	0,022361702	C1	κοστούμι		Ουσιαστικό					
5032	781	0,013595222	C2	κότα		Ουσιαστικό					
4261	1010	0,01758153	C1	κοτόπουλο		Ουσιαστικό					
	0	0	C2	κοτσάνι		Ουσιαστικό					
	0	0	C2	Κούβα		Ουσιαστικό					
	0	0	C2	κουβαλώ, κουβαλάω		Ρήμα					
	0	0	C2	κουβάς		Ουσιαστικό					
1767	3260	0,056748304	A2	κουβέντα		Ουσιαστικό					
	0	0	C2	κουβεντιάζω		Ρήμα					
	0	0	C2	κουβέρτα		Ουσιαστικό					
5453	512	0,012561345	C2	κουδούνι		Ουσιαστικό					
	0	0	C2	κουδουνίζω		Ρήμα					
1571	3772	0,065660921	A2	κουζίνα		Ουσιαστικό					
5577	0	0	C2	κουίζ		Ουσιαστικό					
5052	777	0,013525593	C2	κούκλα		Ουσιαστικό					
2548	1993	0,034693058	B1	κουλτούρα		Ουσιαστικό					
	0	0	C2	κουμπάρα		Ουσιαστικό					
	0	0	C2	κουμπάρος		Ουσιαστικό					
2729	1810	0,031507494	B1	κουμπί		Ουσιαστικό					
2869	1702	0,029627489	B1	κουνάω		Ρήμα					
	0	0	C2	κουνέλι		Ουσιαστικό					
	0	0	C2	κουνούπι		Ουσιαστικό					
	0	0	C2	κουνώ		Ρήμα					
4818	829	0,01443078	C1	κούπα		Ουσιαστικό					
1773	3248	0,056539414	A2	κουράζω		Ρήμα					
4458	937	0,016310785	C1	κούραση		Ουσιαστικό					
	0	0	C2	κουραστικός		Επίθετο					
	0	0	C2	κουρδικός		Επίθετο					
	0	0	C2	κουρείο		Ουσιαστικό					
5835	0	0	C2	κουρτίνα		Ουσιαστικό					
	0	0	C2	κουτάβι		Ουσιαστικό					
	0	0	C2	κουτάλι		Ουσιαστικό					
3605	1255	0,021846356	B2	κουταλιά		Ουσιαστικό					
2136	2499	0,04350123	B1	κουτί		Ουσιαστικό					
	0	0	C2	κουτός		Επίθετο					
	0	0	C2	κουφός		Επίθετο					
	0	0	C2	κοφτερά		Επίθετο					
	0	0	C2	κοφτερός		Επίθετο					
	0	0	C2	κόψιμο		Ουσιαστικό					
4466	935	0,016275971	C1	κράζω		Ρήμα					
4797	837	0,01457004	C1	κρανίο		Ουσιαστικό					
4982	793	0,013804112	C2	κράνος		Ουσιαστικό					
1320	4533	0,078907994	A2	κρασί		Ουσιαστικό					
302	17616	0,30664973	A1	κρατάω, κρατώ		Ρήμα					
	0	0	C2	κράτημα		Ουσιαστικό					
3160	1505	0,02619822	B2	κράτηση		Ουσιαστικό					
978	6302	0,109701782	A2	κρατικός		Επίθετο					
204	23230	0,404375183	A1	κράτος		Ουσιαστικό					
3927	1122	0,019531165	B2	κρατούμενος		Επίθετο					
5983	0	0	C2	κραυγάζω		Ρήμα					
3492	1312	0,022838581	B2	κραυγή		Ουσιαστικό					
1833	3109	0,054119778	A2	κρέας		Ουσιαστικό					
1968	2792	0,048601615	B1	κρεβάτι		Ουσιαστικό					
5720	0	0	C2	κρεβατοκάμαρα		Ουσιαστικό					
3668	1225	0,021324133	B2	κρέμα		Ουσιαστικό					
	0	0	C2	κρεμάστρα		Ουσιαστικό					
	0	0	C2	κρεμάω, κρεμώ		Ρήμα					
3449	1334	0,023221545	B2	κρεμμύδι		Ουσιαστικό					
	0	0	C2	κρέμομαι		Ρήμα					
	0	0	C2	κρεοπωλείο		Ουσιαστικό					
	0	0	C2	κρεοπώλης		Ουσιαστικό					
5402	556	0,013640836	C2	κρίκος		Ουσιαστικό					
2578	1970	0,034292687	B1	κρίμα		Ουσιαστικό					
714	8458	0,147232256	A1	κρίνω		Ρήμα					
747	8083	0,14070446	A1	κρίση		Ουσιαστικό					
5231	696	0,014808511	C2	κρίσιμα		Επίρρημα					
1863	3048	0,053057923	A2	κρίσιμος		Επίθετο					
1192	5113	0,089004318	A2	κριτήριο		Ουσιαστικό					
4641	881	0,015335968	C1	κριτής		Ουσιαστικό					
	0	0	C2	κριτικάρω		Ρήμα					
959	6428	0,111895122	A1	κριτική		Ουσιαστικό					
3483	1318	0,022943026	B2	κριτικός		Επίθετο					
4760	846	0,018	C1	Κροάτης		Ουσιαστικό					
	0	0	C2	κροκόδειλος		Ουσιαστικό					
5496	0	0	C2	κρουαζιέρα		Ουσιαστικό					
4751	850	0,014796337	C1	κρούσμα		Ουσιαστικό					
733	8296	0,144412248	A1	κρύβω		Ρήμα					
2678	1866	0,032482311	B1	κρύο		Ουσιαστικό					
4269	1006	0,0175119	C1	κρύος		Επίθετο					
				κρύσταλλο 		Ουσιαστικό					
	0	0	C2	κρύσταλλος		Ουσιαστικό					
4789	839	0,014604855	C1	κρυφά		Επίρρημα					
5914	0	0	C2	κρυφοκοιτάζω		Ρήμα					
2852	1714	0,029836378	B1	κρυφός		Επίθετο					
	0	0	C2	κρύωμα		Ουσιαστικό					
4576	902	0,015701525	C1	κρυώνω		Ρήμα					
3037	1576	0,027434149	B2	κτήμα		Ουσιαστικό					
	0	0	C2	κτηνίατρος		Ουσιαστικό					
	0	0	C2	κτηνώδης		Επίθετο					
2223	2354	0,040977149	B1	κτίζω		Ρήμα					
1109	5455	0,094957668	A2	κτίριο, κτήριο		Ουσιαστικό					
3611	1251	0,021776726	B2	κτίσμα		Ουσιαστικό					
4154	1046	0,018208198	C1	κτυπάω, κτυπώ		Ρήμα					
5843	0	0	C2	κτύπημα		Ουσιαστικό					
3176	1491	0,025954516	B2	κυβερνάω, κυβερνώ		Ρήμα					
321	17097	0,29761526	A1	κυβέρνηση		Ουσιαστικό					
3884	1136	0,019774869	B2	κυβερνήτης		Ουσιαστικό					
1810	3155	0,054920521	A2	κυβερνητικός		Επίθετο					
3085	1549	0,032957447	B2	κυβερνών		Επίθετο					
5837	0	0	C2	κύβος		Ουσιαστικό					
4256	1012	0,017616345	C1	κυκλικός		Επίθετο					
742	8155	0,141957797	A1	κύκλος		Ουσιαστικό					
1407	4256	0,074086129	A2	κυκλοφορία		Ουσιαστικό					
5419	538	0,013199226	C2	κυκλοφοριακός		Επίθετο					
971	6347	0,110485118	A2	κυκλοφορώ		Ρήμα					
2394	2155	0,037513066	B1	κύκλωμα		Ουσιαστικό					
2700	1842	0,032064532	B1	κυλάω, κυλώ		Ρήμα					
	0	0	C2	κυλιέμαι		Ρήμα					
1289	4661	0,081136148	A2	κύμα		Ουσιαστικό					
4127	1056	0,018382273	C1	κυμαίνομαι		Ρήμα					
1952	2817	0,049036801	B1	κυνηγάω, κυνηγώ		Ρήμα					
5070	771	0,013421148	C2	κυνηγετικός		Επίθετο					
2518	2020	0,035163059	B1	κυνήγι		Ουσιαστικό					
3096	1544	0,026877111	B2	κυνηγός		Ουσιαστικό					
	0	0	C2	κυνικός		Επίθετο					
2262	2317	0,040333074	B1	κύπελλο		Ουσιαστικό					
1184	5148	0,089613579	A2	κυρία		Ουσιαστικό					
5397	561	0,013763505	C2	κυριακάτικος		Επίθετο					
3009	1600	0,027851928	B2	Κυριακή		Ουσιαστικό					
2169	2418	0,042091227	B1	κυριαρχία		Ουσιαστικό					
1963	2797	0,048688652	B1	κυρίαρχος		Επίθετο					
2086	2579	0,044893827	B1	κυριαρχώ		Ρήμα					
2895	1680	0,029244525	B1	κυριολεκτικά		Επίρρημα					
3452	1333	0,028361702	B2	κυριολεκτικός		Επίθετο					
137	31896	0,555228189	A1	κύριος	κύριος ρόλος	Επίθετο, Έκφραση					
5145	756	0,016085106	C2	κυριότητα		Ουσιαστικό					
309	17386	0,302646015	A1	κυρίως		Επίρρημα					
3644	1236	0,021515615	B2	κύρος		Ουσιαστικό					
4265	1008	0,017546715	C1	κύρωση		Ουσιαστικό					
3614	1250	0,021759319	B2	κύστη		Ουσιαστικό					
	0	0	C2	κυτταρικός		Επίθετο					
1521	3914	0,068132779	A2	κύτταρο		Ουσιαστικό					
1527	3902	0,06792389	A2	κώδικας		Ουσιαστικό					
	0	0	C2	κωδικοποιώ		Ρήμα					
1501	3969	0,069090189	A2	κωδικός	κωδικός πρόσβασης	Επίθετο, Έκφραση					
	0	0	C2	κώλος		Ουσιαστικό					
5299	647	0,013765957	C2	κωμικός		Επίθετο					
4564	908	0,015805969	C1	κωμωδία		Ουσιαστικό					
4427	944	0,016432638	C1	λαβή		Ουσιαστικό					
4433	942	0,016397823	C1	λαγός		Ουσιαστικό					
	0	0	C2	λαδί		Επίθετο					
1699	3395	0,05909831	A2	λάδι		Ουσιαστικό					
366	15339	0,267012954	A1	λάθος		Ουσιαστικό					
812	7475	0,130120727	A1	λαϊκός		Επίθετο					
2304	2261	0,039358256	B1	λαιμός		Ουσιαστικό					
5742	0	0	C2	λάκκος		Ουσιαστικό					
	0	0	C2	λακκούβα		Ουσιαστικό					
	0	0	C2	λάκτισμα		Ουσιαστικό					
292	17962	0,312672709	A1	λαμβάνω	λαμβάνω χώρα	Ρήμα, Έκφραση					
3156	1507	0,026233035	B2	λάμπα		Ουσιαστικό					
5816	0	0	C2	λαμπερός		Επίθετο					
	0	0	C2	λαμποκοπάω, λαμποκοπώ		Ρήμα					
2471	2068	0,035998617	B1	λαμπρός		Επίθετο					
	0	0	C2	λαμπυρίζω		Ρήμα					
3682	1214	0,021132651	B2	λάμπω		Ρήμα					
3983	1100	0,019148201	C1	λάμψη		Ουσιαστικό					
4591	898	0,019106383	C1	λανθάνω		Ρήμα					
2725	1816	0,031611939	B1	λανθασμένος		Επίθετο					
295	17935	0,312202708	A1	λαός		Ουσιαστικό					
4169	1041	0,018121161	C1	λάσπη		Ουσιαστικό					
3455	1331	0,023169323	B2	λάστιχο		Ουσιαστικό					
2481	2058	0,035824543	B1	λατινικός		Επίθετο					
2314	2254	0,039236404	B1	λατρεία		Ουσιαστικό					
2256	2328	0,040524556	B1	λατρεύω		Ρήμα					
	0	0	C2	λάτρης		Ουσιαστικό					
2737	1804	0,031403049	B1	λαχανικό		Ουσιαστικό					
	0	0	C2	λάχανο		Ουσιαστικό					
	0	0	C2	λαχτάρα		Ουσιαστικό					
5554	0	0	C2	λαχταρώ		Ρήμα					
	0	0	C2	λέβητας		Ουσιαστικό					
	0	0	C2	λέγομαι		Ρήμα					
1428	4152	0,072275754	A2	λεγόμενος		Επίθετο					
	0	0	C2	λείος		Επίθετο					
1122	5420	0,094348407	A2	λείπω		Ρήμα					
333	16553	0,288145605	A1	λειτουργία		Ουσιαστικό					
1602	3654	0,063606841	A2	λειτουργικός		Επίθετο					
	0	0	C2	λειτουργικότητα		Ουσιαστικό					
3663	1227	0,021358947	B2	λειτουργός		Ουσιαστικό					
479	12365	0,215243183	A1	λειτουργώ		Ρήμα					
4232	1020	0,017755604	C1	λεκάνη		Ουσιαστικό					
	0	0	C2	λεκές		Ουσιαστικό					
